Match_ID,Date,Sport,Home_Team,Away_Team,Home_Team_Odds,Away_Team_Odds,Draw_Odds,Predicted_Winner,Actual_Winner
M00847,2024-04-19,Hockey,Lake Kevin Tigers,East Deborahhaven Lions,,1.35,4.09,East Deborahhaven Lions,East Deborahhaven Lions
M00848,2024-07-18,Hockey,North Reginaldbury Tigers,Lindseyview Eagles,2.29,4.75,2.98,North Reginaldbury Tigers,North Reginaldbury Tigers
M00849,2023-11-08,Tennis,Taylorberg Eagles,Bowersburgh Tigers,2.96,2.27,,Taylorberg Eagles,Bowersburgh Tigers
M00850,2024-11-18,Hockey,East Dustinmouth Tigers,Marieborough Eagles,3.69,2.06,1.84,East Dustinmouth Tigers,Marieborough Eagles
M00851,2025-03-16,Basketball,Frederickburgh Lions,South Cynthia Lions,1.23,3.91,,Frederickburgh Lions,South Cynthia Lions
M00852,2025-02-07,Basketball,East Colleen Wolves,Estradaville Tigers,2.98,3.99,,East Colleen Wolves,Estradaville Tigers
M00853,2025-02-11,Basketball,Brandonside Tigers,South Karenfurt Bears,1.45,4.07,,South Karenfurt Bears,South Karenfurt Bears
M00854,2024-08-07,Hockey,Port Amanda Eagles,Cantrellland Wolves,4.28,2.96,,Port Amanda Eagles,Port Amanda Eagles
M00855,2025-01-30,Hockey,Kennethview Tigers,Lake Neil Lions,1.28,1.71,2.8,Draw,Kennethview Tigers
M00856,2024-12-06,Baseball,North Jamesburgh Eagles,Nancyview Lions,2.23,1.92,,Nancyview Lions,North Jamesburgh Eagles
M00857,2025-04-25,Hockey,Kingland Bears,North Tyrone Lions,3.34,1.92,1.41,Draw,North Tyrone Lions
M00858,2024-07-27,Basketball,Natashamouth Tigers,South Tammyfort Bears,3.19,,,South Tammyfort Bears,Natashamouth Tigers
M00859,2024-07-06,Baseball,West Paul Wolves,Lake Bradley Eagles,3.14,,,Lake Bradley Eagles,West Paul Wolves
M00860,2024-05-02,Tennis,Port Beth Wolves,Herrerafurt Lions,2.55,4.86,,Port Beth Wolves,Port Beth Wolves
M00861,2024-08-24,Football,Lewisbury Lions,Lake Markfurt Lions,4.17,1.47,2.2,Lake Markfurt Lions,Lake Markfurt Lions
M00862,2023-08-16,Football,Meyerfort Wolves,Elainetown Bears,1.43,3.12,2.35,Meyerfort Wolves,Meyerfort Wolves
M00863,2024-06-19,Tennis,East Gary Eagles,Benjaminchester Lions,3.19,2.37,,Benjaminchester Lions,Benjaminchester Lions
M00864,2024-06-07,Baseball,Emilyview Lions,North Jenniferton Wolves,4.93,2.8,,North Jenniferton Wolves,North Jenniferton Wolves
M00865,2023-11-27,Hockey,Philipburgh Tigers,Coxberg Lions,4.35,4.81,4.07,Coxberg Lions,Draw
M00866,2025-01-13,Basketball,Robinsontown Bears,Briantown Eagles,3.73,3.34,,Briantown Eagles,Briantown Eagles
M00867,2023-12-01,Hockey,Leefort Eagles,West Jeffton Bears,3.99,3.75,3.1,West Jeffton Bears,Leefort Eagles
M00868,2024-10-26,Basketball,Freemanberg Lions,Shawchester Eagles,,3.36,,Freemanberg Lions,Shawchester Eagles
M00869,2024-04-22,Basketball,Stevenchester Lions,Brewerfurt Bears,2.46,2.72,,Stevenchester Lions,Stevenchester Lions
M00870,2024-03-13,Football,Perezmouth Eagles,Matthewborough Wolves,1.27,3.54,3.4,Perezmouth Eagles,Perezmouth Eagles
M00871,2024-04-30,Tennis,Andrewchester Eagles,Lake Kathryn Tigers,3.3,4.97,,Andrewchester Eagles,Lake Kathryn Tigers
M00872,2024-09-24,Basketball,North Samanthaview Wolves,Sabrinamouth Eagles,2.43,1.3,,Sabrinamouth Eagles,Sabrinamouth Eagles
M00873,2023-10-01,Basketball,Lesterport Wolves,Lake Omar Lions,4.76,,,Lake Omar Lions,Lake Omar Lions
M00874,2024-02-21,Baseball,Port Diana Eagles,Johnsonton Lions,3.29,3.17,,Johnsonton Lions,Port Diana Eagles
M00875,2024-05-28,Basketball,Tateville Eagles,Donaldmouth Lions,3.4,3.31,,Donaldmouth Lions,Donaldmouth Lions
M00876,2024-07-13,Hockey,Emilymouth Eagles,Millerborough Tigers,3.94,4.9,1.37,Draw,Draw
M00877,2024-04-06,Tennis,Myerston Lions,Rebeccamouth Wolves,2.89,4.87,,Rebeccamouth Wolves,Rebeccamouth Wolves
M00878,2024-08-07,Baseball,North Andreatown Wolves,New Omar Wolves,4.47,1.82,,North Andreatown Wolves,New Omar Wolves
M00879,2023-11-17,Baseball,East Michelle Tigers,Stephaniebury Eagles,2.02,4.76,,East Michelle Tigers,East Michelle Tigers
M00880,2025-02-26,Football,Laurenville Bears,Stacyville Eagles,4.76,,1.26,Draw,Stacyville Eagles
M00881,2025-05-19,Hockey,Hicksfurt Tigers,Bakerview Tigers,3.94,2.97,2.74,Bakerview Tigers,Draw
M00882,2024-06-20,Basketball,Paulachester Tigers,Dorothystad Tigers,3.8,4.25,,Paulachester Tigers,Dorothystad Tigers
M00883,2025-03-24,Basketball,Murrayland Wolves,East Caleb Lions,3.19,2.47,,East Caleb Lions,Murrayland Wolves
M00884,2024-12-06,Tennis,Port Christine Bears,South Linda Lions,3.95,2.63,,Port Christine Bears,South Linda Lions
M00885,2025-02-06,Football,South Karen Tigers,West Paulaport Wolves,4.33,3.6,3.94,Draw,South Karen Tigers
M00886,2024-01-20,Tennis,Port Williamville Bears,Daviston Wolves,4.37,2.56,,Port Williamville Bears,Daviston Wolves
M00887,2025-06-30,Hockey,Richardsstad Tigers,East Jessica Bears,1.32,4.29,,Draw,Draw
M00888,2023-10-15,Hockey,Aliciashire Lions,Lake Shane Eagles,1.53,1.74,4.49,Draw,Draw
M00889,2024-01-18,Tennis,Prestonmouth Eagles,Michaelstad Wolves,2.84,2.03,,Prestonmouth Eagles,Prestonmouth Eagles
M00890,2023-09-11,Football,Lake Elizabethtown Lions,Stephanieton Bears,3.69,2.83,4.21,Draw,Stephanieton Bears
M00891,2024-04-01,Baseball,Timothyshire Bears,North Lawrenceberg Eagles,2.67,2.8,,Timothyshire Bears,Timothyshire Bears
M00892,2025-05-14,Basketball,Lake Ericton Tigers,Lake Mariah Eagles,2.96,4.66,,Lake Mariah Eagles,Lake Ericton Tigers
M00893,2025-03-12,Baseball,Port Angela Lions,Lisastad Bears,1.9,2.02,,Lisastad Bears,Lisastad Bears
M00894,2025-07-13,Tennis,New Jimmyburgh Wolves,Scottborough Tigers,4.5,1.83,,Scottborough Tigers,Scottborough Tigers
M00895,2024-01-18,Tennis,Susanville Lions,Michaelton Eagles,1.49,3.92,,Susanville Lions,Michaelton Eagles
M00896,2024-06-19,Baseball,Watkinsberg Lions,West Roger Lions,4.86,2.53,,West Roger Lions,Watkinsberg Lions
M00897,2024-03-08,Football,Dukeville Bears,South Benjaminland Wolves,2.39,3.56,3.01,South Benjaminland Wolves,Dukeville Bears
M00898,2023-11-26,Baseball,New Matthewburgh Tigers,East Maryport Bears,3.66,1.29,,New Matthewburgh Tigers,East Maryport Bears
M00899,2025-06-08,Basketball,East Melissa Eagles,New Julieview Lions,2.23,1.82,,East Melissa Eagles,New Julieview Lions
M00900,2024-01-26,Hockey,Lisaborough Bears,Lake Lisa Wolves,4.63,4.86,2.04,Draw,Draw
M00901,2023-08-10,Basketball,Martinfort Lions,North Henry Wolves,2.03,2.86,,North Henry Wolves,North Henry Wolves
M00902,2024-06-06,Baseball,Cynthiafort Eagles,New Michael Lions,2.02,2.43,,New Michael Lions,Cynthiafort Eagles
M00903,2024-05-24,Tennis,Nicholasshire Tigers,Joeport Lions,3.48,,,Nicholasshire Tigers,Joeport Lions
M00904,2023-12-15,Tennis,North Stephaniemouth Lions,Christopherborough Bears,2.93,3.63,,North Stephaniemouth Lions,North Stephaniemouth Lions
M00905,2025-06-04,Football,East Mary Lions,Port Benjaminchester Tigers,1.98,2.81,4.54,Port Benjaminchester Tigers,East Mary Lions
M00906,2024-11-19,Baseball,Katherinechester Tigers,Port Becky Bears,4.07,3.28,,Port Becky Bears,Katherinechester Tigers
M00907,2024-04-09,Basketball,Nortonland Wolves,New Tracy Wolves,2.67,1.66,,New Tracy Wolves,Nortonland Wolves
M00908,2024-12-25,Basketball,South Georgeland Bears,Patelside Bears,2.14,,,Patelside Bears,Patelside Bears
M00909,2023-12-17,Basketball,Markland Bears,North Edward Bears,2.21,,,Markland Bears,North Edward Bears
M00910,2025-07-07,Baseball,South Melissamouth Wolves,Hoovertown Eagles,1.57,2.71,,Hoovertown Eagles,South Melissamouth Wolves
M00911,2025-04-04,Hockey,West Laurenmouth Tigers,Monicaburgh Wolves,1.36,1.88,4.4,Draw,Monicaburgh Wolves
M00912,2023-07-26,Baseball,Richardsfurt Wolves,Lake Nataliemouth Eagles,1.85,3.58,,Lake Nataliemouth Eagles,Lake Nataliemouth Eagles
M00913,2023-12-13,Football,Willisport Eagles,Port Shawnburgh Tigers,2.08,4.02,3.41,Draw,Willisport Eagles
M00914,2024-04-03,Football,Louisland Lions,Andrewhaven Eagles,4.23,2.68,1.47,Draw,Draw
M00915,2024-08-01,Tennis,Timothyborough Bears,Eugeneburgh Tigers,2.02,4.83,,Eugeneburgh Tigers,Eugeneburgh Tigers
M00916,2024-09-21,Basketball,Milesborough Lions,Nicolemouth Eagles,2.38,3.45,,Milesborough Lions,Nicolemouth Eagles
M00917,2024-09-09,Hockey,Butlerburgh Wolves,Jodibury Wolves,1.9,3.36,3.89,Jodibury Wolves,Jodibury Wolves
M00918,2023-09-07,Basketball,New Roberttown Wolves,West John Tigers,4.67,3.66,,West John Tigers,West John Tigers
M00919,2024-06-24,Football,Port Scottport Tigers,Port Lindsay Bears,1.88,4.69,4.43,Port Scottport Tigers,Port Scottport Tigers
M00920,2025-01-05,Tennis,Morganton Bears,Tateview Eagles,4.68,,,Tateview Eagles,Tateview Eagles
M00921,2024-07-05,Baseball,Williamside Lions,Port Andrea Bears,3.22,1.4,,Port Andrea Bears,Port Andrea Bears
M00922,2025-06-26,Hockey,Huntberg Lions,North James Eagles,4.7,4.2,,Huntberg Lions,Draw
M00923,2025-05-24,Tennis,Shawnfort Bears,East Catherine Tigers,4.5,,,East Catherine Tigers,East Catherine Tigers
M00924,2024-01-06,Basketball,Crystalview Lions,South Gregory Lions,3.46,2.27,,Crystalview Lions,Crystalview Lions
M00925,2024-09-17,Hockey,Lake Meganhaven Tigers,New Jessica Lions,4.3,2.52,,Lake Meganhaven Tigers,Lake Meganhaven Tigers
M00926,2023-12-07,Hockey,Port Ricky Bears,Jasonstad Lions,3.52,4.65,4.39,Port Ricky Bears,Draw
M00927,2025-02-06,Tennis,Reedtown Lions,Lake Peter Bears,3.92,2.23,,Reedtown Lions,Lake Peter Bears
M00928,2025-06-18,Baseball,Beckerborough Wolves,Cherylside Eagles,2.18,3.39,,Cherylside Eagles,Cherylside Eagles
M00929,2023-08-06,Tennis,Guerreroshire Lions,West Matthewbury Bears,1.42,2.79,,West Matthewbury Bears,Guerreroshire Lions
M00930,2025-06-26,Football,Bellhaven Wolves,North John Tigers,2.79,4.32,4.6,North John Tigers,Bellhaven Wolves
M00931,2024-03-01,Baseball,Banksland Lions,Shepherdmouth Tigers,4.46,2.49,,Shepherdmouth Tigers,Shepherdmouth Tigers
M00932,2024-02-12,Football,Gregorybury Tigers,Christophermouth Bears,3.2,4.78,2.78,Gregorybury Tigers,Draw
M00933,2024-03-05,Basketball,Lake Mollyborough Bears,North Yolanda Lions,3.67,2.32,,Lake Mollyborough Bears,Lake Mollyborough Bears
M00934,2025-01-01,Tennis,East Adamview Wolves,West Erin Wolves,4.22,3.94,,West Erin Wolves,East Adamview Wolves
M00935,2025-07-08,Tennis,Mauricemouth Tigers,South Peter Tigers,1.92,4.68,,Mauricemouth Tigers,South Peter Tigers
M00936,2023-11-01,Basketball,Mcintoshmouth Lions,South Phillipton Wolves,4.47,1.57,,Mcintoshmouth Lions,Mcintoshmouth Lions
M00937,2025-01-25,Baseball,Penaborough Bears,North Elizabeth Tigers,3.73,2.07,,Penaborough Bears,North Elizabeth Tigers
M00938,2024-06-14,Basketball,South Devin Eagles,Bennettport Wolves,2.11,3.05,,Bennettport Wolves,South Devin Eagles
M00939,2023-07-17,Hockey,South Briana Wolves,Jenniferhaven Wolves,2.05,4.13,1.23,Draw,Jenniferhaven Wolves
M00940,2025-03-03,Hockey,West Anthony Tigers,Lake Ryanmouth Tigers,3.29,3.55,1.38,Draw,Lake Ryanmouth Tigers
M00941,2024-06-07,Basketball,Kingberg Eagles,Jonesview Bears,2.22,4.81,,Kingberg Eagles,Kingberg Eagles
M00942,2023-09-25,Baseball,East Kimberly Wolves,Colleenville Bears,1.46,3.25,,East Kimberly Wolves,Colleenville Bears
M00943,2024-03-27,Football,Heatherhaven Lions,Williambury Eagles,1.44,4.88,3.03,Williambury Eagles,Draw
M00944,2024-11-13,Basketball,North Jessica Eagles,Alanchester Wolves,2.89,2.34,,Alanchester Wolves,Alanchester Wolves
M00945,2023-10-15,Tennis,New Alyssaport Eagles,Lake Hectormouth Lions,1.68,3.32,,New Alyssaport Eagles,New Alyssaport Eagles
M00946,2024-06-19,Basketball,Port Ashley Tigers,Yorkside Tigers,4.49,1.9,,Port Ashley Tigers,Port Ashley Tigers
M00947,2025-05-23,Baseball,Lake Janet Bears,South Kevinborough Bears,3.41,2.31,,Lake Janet Bears,South Kevinborough Bears
M00948,2024-09-21,Baseball,Martinezberg Bears,West Gabriel Wolves,1.45,3.72,,Martinezberg Bears,West Gabriel Wolves
M00949,2024-03-24,Hockey,South Davidchester Wolves,North Shanemouth Lions,1.4,4.2,4.84,North Shanemouth Lions,Draw
M00950,2024-09-21,Basketball,Ramosstad Tigers,Joelborough Eagles,3.87,3.02,,Joelborough Eagles,Ramosstad Tigers
M00951,2024-10-12,Tennis,Benjaminside Bears,Emilyton Bears,,,,Benjaminside Bears,Benjaminside Bears
M00952,2024-07-12,Baseball,Port Nancychester Wolves,Larryville Eagles,1.65,2.42,,Port Nancychester Wolves,Port Nancychester Wolves
M00953,2023-08-04,Hockey,Port Diamondtown Tigers,Hayesport Tigers,4.0,4.04,3.86,Hayesport Tigers,Draw
M00954,2024-01-19,Baseball,Sarahton Wolves,Osborneside Bears,1.61,1.91,,Osborneside Bears,Osborneside Bears
M00955,2025-03-12,Basketball,Johnnymouth Eagles,New Laurashire Tigers,4.77,1.95,,Johnnymouth Eagles,Johnnymouth Eagles
M00956,2024-07-25,Basketball,West Kevin Tigers,Donnatown Bears,2.38,2.15,,Donnatown Bears,West Kevin Tigers
M00957,2025-03-04,Tennis,New Mindy Lions,Avilahaven Eagles,4.97,2.19,,Avilahaven Eagles,New Mindy Lions
M00958,2024-12-02,Football,Lisatown Wolves,Ericton Lions,2.83,3.18,2.25,Draw,Draw
M00959,2024-12-28,Basketball,Lake Monica Bears,Thomasburgh Eagles,2.88,4.91,,Lake Monica Bears,Thomasburgh Eagles
M00960,2024-04-30,Tennis,Annastad Eagles,New Aaron Bears,1.32,4.34,,Annastad Eagles,Annastad Eagles
M00961,2025-03-01,Football,New Katherine Lions,South Alan Wolves,4.27,3.51,1.96,South Alan Wolves,Draw
M00962,2023-09-28,Baseball,Powellbury Lions,Kellerland Bears,1.66,2.61,,Powellbury Lions,Kellerland Bears
M00963,2025-03-25,Baseball,Williamville Eagles,South Chad Tigers,3.62,3.6,,South Chad Tigers,South Chad Tigers
M00964,2025-03-04,Football,Lake Bryanville Tigers,Whitemouth Bears,2.36,3.05,2.4,Draw,Whitemouth Bears
M00965,2025-02-26,Football,West Amanda Tigers,Lake Vanessa Bears,4.28,4.03,2.7,Draw,Draw
M00966,2023-08-23,Baseball,Deniseside Bears,Port Stephen Eagles,2.04,1.75,,Port Stephen Eagles,Port Stephen Eagles
M00967,2025-04-25,Tennis,Chaneystad Tigers,North Doris Bears,2.24,4.19,,Chaneystad Tigers,Chaneystad Tigers
M00968,2024-02-19,Baseball,Josemouth Wolves,North Nathanielburgh Wolves,3.2,1.22,,North Nathanielburgh Wolves,Josemouth Wolves
M00969,2025-05-13,Tennis,Lake Jeremy Tigers,Jennifertown Eagles,4.85,,,Jennifertown Eagles,Lake Jeremy Tigers
M00970,2023-11-03,Basketball,South Dylanton Bears,Amandaview Eagles,2.84,2.35,,Amandaview Eagles,Amandaview Eagles
M00971,2024-07-01,Football,South Marioland Tigers,Hernandezmouth Wolves,4.1,4.44,1.44,Hernandezmouth Wolves,South Marioland Tigers
M00972,2024-02-13,Football,East Samanthaton Lions,Wyattborough Lions,3.25,2.11,3.86,Draw,Draw
M00973,2024-05-29,Tennis,Keithchester Lions,Riveraville Eagles,3.88,3.88,,Riveraville Eagles,Riveraville Eagles
M00974,2024-10-24,Football,New Elizabethburgh Lions,New Michelleland Eagles,2.87,3.31,4.6,Draw,New Elizabethburgh Lions
M00975,2024-02-04,Tennis,North Susanton Tigers,East Amanda Eagles,4.12,3.84,,East Amanda Eagles,North Susanton Tigers
M00976,2023-10-10,Hockey,Martinberg Wolves,Amandafort Eagles,4.82,1.53,3.58,Draw,Martinberg Wolves
M00977,2024-03-21,Basketball,Alanbury Tigers,East Kristieshire Tigers,4.71,3.92,,Alanbury Tigers,East Kristieshire Tigers
M00978,2023-09-25,Baseball,West James Wolves,New Charlesbury Tigers,1.44,4.41,,New Charlesbury Tigers,New Charlesbury Tigers
M00979,2025-06-23,Basketball,New Gabriella Bears,West Billy Bears,1.85,4.09,,New Gabriella Bears,New Gabriella Bears
M00980,2023-09-03,Hockey,Lake Amanda Wolves,Blairburgh Tigers,3.73,4.41,1.28,Lake Amanda Wolves,Lake Amanda Wolves
M00981,2025-02-05,Baseball,Andrewhaven Lions,South Morgan Eagles,3.03,3.31,,South Morgan Eagles,South Morgan Eagles
M00982,2024-11-19,Baseball,East Carlos Bears,Natalieport Wolves,4.94,3.54,,Natalieport Wolves,Natalieport Wolves
M00983,2023-09-12,Basketball,Lake Lawrence Wolves,North Vincent Bears,2.09,3.86,,Lake Lawrence Wolves,Lake Lawrence Wolves
M00984,2025-06-08,Tennis,Port Alicia Tigers,Greenborough Eagles,4.43,,,Port Alicia Tigers,Greenborough Eagles
M00985,2025-01-01,Hockey,Davisport Tigers,Lake Karenside Bears,4.58,3.15,4.95,Draw,Draw
M00986,2024-09-28,Football,Dwaynebury Tigers,North Sheilafurt Bears,1.7,3.93,1.64,North Sheilafurt Bears,North Sheilafurt Bears
M00987,2024-02-22,Basketball,Blackville Lions,South Davidport Tigers,2.97,4.74,,South Davidport Tigers,Blackville Lions
M00988,2024-07-24,Tennis,Lisastad Wolves,New Jordan Tigers,2.91,2.37,,New Jordan Tigers,New Jordan Tigers
M00989,2023-08-14,Baseball,Lake Benjaminfort Wolves,Carterborough Tigers,3.15,3.57,,Carterborough Tigers,Lake Benjaminfort Wolves
M00990,2024-02-03,Tennis,Shirleychester Lions,South Karenfurt Bears,2.38,1.7,,South Karenfurt Bears,Shirleychester Lions
M00991,2024-10-06,Hockey,Loweborough Tigers,Michelleview Eagles,2.23,3.4,2.45,Loweborough Tigers,Draw
M00992,2025-04-26,Tennis,West Jessicabury Eagles,New Erin Lions,2.59,3.82,,New Erin Lions,West Jessicabury Eagles
M00993,2024-08-18,Baseball,Timothystad Tigers,Thomasmouth Bears,4.9,1.32,,Timothystad Tigers,Timothystad Tigers
M00994,2025-02-06,Basketball,West Paul Lions,Cookhaven Eagles,4.02,2.72,,West Paul Lions,Cookhaven Eagles
M00995,2023-11-14,Football,New Jonshire Bears,Adamhaven Tigers,4.12,2.71,1.91,Draw,New Jonshire Bears
M00996,2025-01-15,Basketball,Port Isaiahtown Wolves,Karamouth Bears,3.39,3.65,,Port Isaiahtown Wolves,Karamouth Bears
M00997,2024-07-24,Tennis,East Eileen Eagles,South Lisa Eagles,4.36,4.54,,South Lisa Eagles,South Lisa Eagles
M00998,2024-11-28,Baseball,Hensleytown Wolves,South Cathyview Tigers,1.53,4.71,,South Cathyview Tigers,South Cathyview Tigers
M00999,2024-05-08,Basketball,Jonesville Wolves,New Aprilborough Eagles,,2.01,,Jonesville Wolves,Jonesville Wolves
M01000,2023-08-29,Basketball,South Victoriafort Wolves,Shannonfurt Lions,3.24,2.75,,Shannonfurt Lions,Shannonfurt Lions
M01001,2024-05-22,Basketball,Lake Angelicamouth Eagles,Millerstad Bears,4.16,3.08,,Lake Angelicamouth Eagles,Millerstad Bears
M01002,2023-08-05,Football,West Amystad Lions,New Christianhaven Wolves,4.57,1.77,3.96,West Amystad Lions,West Amystad Lions
M01003,2023-08-26,Tennis,Davisview Lions,South Jessicashire Wolves,1.51,2.69,,South Jessicashire Wolves,Davisview Lions
M01004,2024-08-29,Tennis,Alberttown Bears,Connieside Bears,1.75,2.22,,Alberttown Bears,Connieside Bears
M01005,2023-10-22,Tennis,West Joelstad Eagles,Ryanmouth Bears,3.22,3.85,,Ryanmouth Bears,West Joelstad Eagles
M01006,2024-02-04,Hockey,Georgebury Wolves,Lake Justin Tigers,1.33,2.94,2.13,Draw,Draw
M01007,2024-09-27,Basketball,Amandafort Wolves,Arianaburgh Lions,2.84,3.04,,Amandafort Wolves,Amandafort Wolves
M01008,2023-12-19,Football,Samuelborough Wolves,Smithmouth Lions,2.4,4.29,,Smithmouth Lions,Draw
M01009,2024-02-16,Basketball,New Chase Eagles,Lake Johnbury Lions,4.15,,,New Chase Eagles,Lake Johnbury Lions
M01010,2025-06-25,Hockey,New Charlotte Tigers,East Gregory Bears,3.0,2.72,4.8,New Charlotte Tigers,East Gregory Bears
M01011,2024-10-04,Baseball,East Brettfort Lions,Christopherfurt Tigers,4.43,2.95,,East Brettfort Lions,East Brettfort Lions
M01012,2024-08-15,Tennis,Port Kylie Tigers,Lake Olivia Lions,1.79,2.72,,Lake Olivia Lions,Lake Olivia Lions
M01013,2024-11-09,Football,Davidfort Wolves,Ramirezshire Eagles,2.43,2.71,4.22,Draw,Ramirezshire Eagles
M01014,2023-09-10,Football,Youngmouth Eagles,New Jeffery Tigers,4.98,3.72,2.32,Youngmouth Eagles,Draw
M01015,2025-06-26,Baseball,North Brittany Bears,West Jenniferborough Lions,2.46,2.14,,West Jenniferborough Lions,North Brittany Bears
M01016,2023-10-24,Basketball,Nguyenville Bears,North Melissa Wolves,2.07,4.12,,Nguyenville Bears,Nguyenville Bears
M01017,2023-12-16,Basketball,New Karen Bears,East Alexandra Eagles,1.96,4.46,,New Karen Bears,New Karen Bears
M01018,2023-08-24,Football,Port Michaelton Tigers,Lake Ianshire Tigers,1.47,1.37,2.32,Lake Ianshire Tigers,Draw
M01019,2024-12-17,Hockey,West Emily Wolves,Bonillastad Lions,4.43,4.6,1.98,West Emily Wolves,Bonillastad Lions
M01020,2025-04-13,Baseball,Lake Devin Wolves,Kellyberg Tigers,2.23,2.68,,Kellyberg Tigers,Lake Devin Wolves
M01021,2024-06-27,Basketball,Jenniferport Lions,New Christine Wolves,4.18,1.66,,Jenniferport Lions,Jenniferport Lions
M01022,2025-06-07,Football,Port Jasonview Lions,Port Debraton Eagles,3.83,,4.58,Port Debraton Eagles,Port Jasonview Lions
M01023,2025-04-05,Hockey,New Jesseshire Bears,West Josephton Tigers,2.34,4.53,4.32,Draw,West Josephton Tigers
M01024,2024-01-25,Football,Staceychester Tigers,Jonathanhaven Bears,1.55,,2.41,Jonathanhaven Bears,Staceychester Tigers
M01025,2024-12-15,Tennis,New Heathertown Eagles,Kathymouth Wolves,1.22,2.99,,Kathymouth Wolves,Kathymouth Wolves
M01026,2025-06-05,Basketball,East Kellystad Tigers,Amandaport Tigers,3.73,3.2,,Amandaport Tigers,Amandaport Tigers
M01027,2024-08-15,Tennis,Port Coltonville Eagles,Hessville Eagles,3.65,1.85,,Hessville Eagles,Port Coltonville Eagles
M01028,2024-10-12,Baseball,New Jacob Tigers,Lisafurt Wolves,1.87,2.28,,New Jacob Tigers,New Jacob Tigers
M01029,2024-01-21,Baseball,East Timothy Lions,Myersland Bears,4.09,,,Myersland Bears,East Timothy Lions
M01030,2024-05-19,Baseball,Jackmouth Wolves,New David Eagles,1.65,1.43,,Jackmouth Wolves,Jackmouth Wolves
M01031,2024-11-04,Tennis,West Thomastown Bears,Sarahchester Eagles,2.95,1.81,,Sarahchester Eagles,Sarahchester Eagles
M01032,2025-06-11,Baseball,East Jacobview Eagles,Erinburgh Tigers,1.97,,,Erinburgh Tigers,East Jacobview Eagles
M01033,2024-01-19,Hockey,Lake Amy Lions,New Amberstad Lions,3.5,2.43,2.38,Draw,Draw
M01034,2024-02-28,Football,Brandonstad Bears,Scottfort Bears,1.88,2.15,2.86,Brandonstad Bears,Draw
M01035,2024-08-17,Basketball,South Brendatown Tigers,Timothystad Lions,1.49,4.76,,Timothystad Lions,Timothystad Lions
M01036,2024-09-27,Hockey,Doylemouth Tigers,Port Zacharymouth Tigers,1.76,3.61,4.2,Port Zacharymouth Tigers,Port Zacharymouth Tigers
M01037,2024-12-03,Baseball,Darylmouth Lions,North Kendrachester Lions,1.77,,,North Kendrachester Lions,North Kendrachester Lions
M01038,2023-09-07,Tennis,Lake Scott Eagles,West Collinside Eagles,4.33,4.94,,West Collinside Eagles,West Collinside Eagles
M01039,2025-01-23,Tennis,Heatherside Eagles,Hudsonfurt Lions,2.08,2.65,,Hudsonfurt Lions,Heatherside Eagles
M01040,2025-05-26,Hockey,Karenfurt Eagles,Henryborough Wolves,2.68,1.57,4.58,Draw,Henryborough Wolves
M01041,2025-06-01,Baseball,Paulton Wolves,South Brendahaven Eagles,3.35,2.66,,Paulton Wolves,Paulton Wolves
M01042,2024-05-23,Baseball,Taylorbury Eagles,North Valerietown Wolves,1.37,4.53,,Taylorbury Eagles,North Valerietown Wolves
M01043,2024-03-31,Hockey,Gouldberg Eagles,New Christina Lions,1.43,4.31,1.53,New Christina Lions,New Christina Lions
M01044,2024-01-17,Hockey,Merrittmouth Bears,Jenniferberg Wolves,3.78,,4.19,Merrittmouth Bears,Draw
M01045,2023-09-15,Football,Diazville Lions,Harrischester Lions,2.21,1.55,4.33,Draw,Harrischester Lions
M01046,2023-08-19,Tennis,East Kellyville Eagles,Jordanchester Bears,3.82,4.89,,Jordanchester Bears,Jordanchester Bears
M01047,2024-04-29,Baseball,Fowlerburgh Wolves,Lowerychester Eagles,1.73,1.94,,Lowerychester Eagles,Lowerychester Eagles
M01048,2024-03-24,Football,Amybury Wolves,Loriburgh Wolves,3.65,4.45,2.92,Loriburgh Wolves,Draw
M01049,2024-02-20,Baseball,Meyerbury Lions,Jeremiahtown Eagles,1.23,3.24,,Jeremiahtown Eagles,Meyerbury Lions
M01050,2023-12-24,Baseball,Greenborough Wolves,East Christineshire Lions,3.36,3.6,,East Christineshire Lions,Greenborough Wolves
M01051,2023-10-23,Football,Michaelberg Tigers,Rossfurt Lions,4.14,2.11,,Rossfurt Lions,Michaelberg Tigers
M01052,2025-05-18,Tennis,Pierceport Eagles,North Katelynhaven Lions,2.63,2.08,,Pierceport Eagles,North Katelynhaven Lions
M01053,2024-11-08,Football,Michaelberg Lions,Lake Maria Lions,1.99,2.8,1.35,Lake Maria Lions,Draw
M01054,2024-11-11,Basketball,Leslieberg Lions,Lake Juliashire Tigers,1.49,4.5,,Lake Juliashire Tigers,Leslieberg Lions
M01055,2024-12-22,Tennis,Lake Kelly Lions,New Josephberg Bears,3.33,2.89,,Lake Kelly Lions,New Josephberg Bears
M01056,2025-04-13,Baseball,Jessicaborough Wolves,Ashleymouth Bears,,2.66,,Ashleymouth Bears,Ashleymouth Bears
M01057,2024-07-01,Basketball,Morrisfort Eagles,Markhaven Bears,3.7,2.61,,Markhaven Bears,Morrisfort Eagles
M01058,2023-07-15,Basketball,Williebury Bears,Christopherside Eagles,3.08,1.62,,Williebury Bears,Christopherside Eagles
